POC:	Eric Stoneking (NASA-GSFC), 301-286-8600		
8.65	261.08	279.73	18.65
8.66	261.28	279.94	18.66
8.67	261.48	280.15	18.67
8.68	261.68	280.36	18.68
8.69	261.88	280.57	18.69
8.70	262.08	280.78	18.70
8.71	262.28	280.99	18.71
8.72	262.48	281.20	18.72
8.73	262.68	281.41	18.73
8.74	262.88	281.62	18.74
8.75	263.08	281.83	18.75
8.76	263.28	282.04	18.76
8.77	263.48	282.25	18.77
8.78	263.68	282.46	18.78
8.79	263.88	282.67	18.79
8.80	264.08	282.88	18.80
8.81	264.28	283.09	18.81
8.82	264.48	283.30	18.82
8.83	264.68	283.51	18.83
8.84	264.88	283.72	18.84
8.85	265.08	283.93	18.85
8.86	265.28	284.14	18.86
8.87	265.48	284.35	18.87
8.88	265.68	284.56	18.88
8.89	265.88	284.77	18.89
8.90	266.08	284.98	18.90
8.91	266.28	285.19	18.91
8.92	266.48	285.40	18.92
8.93	266.68	285.61	18.93
8.94	266.88	285.82	18.94
8.95	267.08	286.03	18.95
8.96	267.28	286.24	18.96
8.97	267.48	286.45	18.97
8.98	267.68	286.66	18.98
8.99	267.88	286.87	18.99
9.00	268.08	287.08	19.00
9.01	268.28	287.29	19.01
9.02	268.48	287.50	19.02
9.03	268.68	287.71	19.03
9.04	268.88	287.92	19.04
9.05	269.08	288.13	19.05
9.06	269.28	288.34	19.06
9.07	269.48	288.55	19.07
9.08	269.68	288.76	19.08
9.09	269.88	288.97	19.09
9.10	270.08	289.18	19.10
9.11	270.28	289.39	19.11
9.12	270.48	289.60	19.12
9.13	270.68	289.81	19.13
9.14	270.88	290.02	19.14
9.15	271.08	290.23	19.15
9.16	271.28	290.44	19.16
9.17	271.48	290.65	19.17
9.18	271.68	290.86	19.18
9.19	271.88	291.07	19.19
9.20	272.08	291.28	19.20
9.21	272.28	291.49	19.21
9.22	272.48	291.70	19.22
9.23	272.68	291.91	19.23
9.24	272.88	292.12	19.24
9.25	273.08	292.33	19.25
9.26	273.28	292.54	19.26
9.27	273.48	292.75	19.27
9.28	273.68	292.96	19.28
9.29	273.88	293.17	19.29
9.30	274.08	293.38	19.30
9.31	274.28	293.59	19.31
9.32	274.48	293.80	19.32
9.33	274.68	294.01	19.33
9.34	274.88	294.22	19.34
9.35	275.08	294.43	19.35
9.36	275.28	294.64	19.36
9.37	275.48	294.85	19.37
9.38	275.68	295.06	19.38
9.39	275.88	295.27	19.39
9.40	276.08	295.48	19.40
9.41	276.28	295.69	19.41
9.42	276.48	295.90	19.42
9.43	276.68	296.11	19.43
9.44	276.88	296.32	19.44
9.45	277.08	296.53	19.45
9.46	277.28	296.74	19.46
9.47	277.48	296.95	19.47
9.48	277.68	297.16	19.48
9.49	277.88	297.37	19.49
9.50	278.08	297.58	19.50
9.51	278.28	297.79	19.51
9.52	278.48	298.00	19.52
9.53	278.68	298.21	19.53
9.54	278.88	298.42	19.54
9.55	279.08	298.63	19.55
9.56	279.28	298.84	19.56
9.57	279.48	299.05	19.57
9.58	279.68	299.26	19.58
9.59	279.88	299.47	19.59
9.60	280.08	299.68	19.60
9.61	280.28	299.89	19.61
9.62	280.48	300.10	19.62
9.63	280.68	300.31	19.63
9.64	280.88	300.52	19.64
9.65	281.08	300.73	19.65
9.66	281.28	300.94	19.66
9.67	281.48	301.15	19.67
9.68	281.68	301.36	19.68
9.69	281.88	301.57	19.69
9.70	282.08	301.78	19.70
9.71	282.28	301.99	19.71
9.72	282.48	302.20	19.72
9.73	282.68	302.41	19.73
9.74	282.88	302.62	19.74
9.75	283.08	302.83	19.75
9.76	283.28	303.04	19.76
9.77	283.48	303.25	19.77
9.78	283.68	303.46	19.78
9.79	283.88	303.67	19.79
9.80	284.08	303.88	19.80
9.81	284.28	304.09	19.81
9.82	284.48	304.30	19.82
9.83	284.68	304.51	19.83
9.84	284.88	304.72	19.84
9.85	285.08	304.93	19.85
9.86	285.28	305.14	19.86
9.87	285.48	305.35	19.87
9.88	285.68	305.56	19.88
9.89	285.88	305.77	19.89
9.90	286.08	305.98	19.90
9.91	286.28	306.19	19.91
9.92	286.48	306.40	19.92
9.93	286.68	306.61	19.93
9.94	286.88	306.82	19.94
9.95	287.08	307.03	19.95
9.96	287.28	307.24	19.96
9.97	287.48	307.45	19.97
9.98	287.68	307.66	19.98
9.99	287.88	307.87	19.99
10.01	288.28	308.28	20.00
10.02	288.48	308.48	20.00
10.03	288.68	308.68	20.00
10.04	288.88	308.88	20.00
10.05	289.08	309.08	20.00
10.06	289.28	309.28	20.00
10.07	289.48	309.48	20.00
10.08	289.68	309.68	20.00
10.09	289.88	309.88	20.00
10.10	290.08	310.08	20.00
10.11	290.28	310.28	20.00
10.12	290.48	310.48	20.00
10.13	290.68	310.68	20.00
10.14	290.88	310.88	20.00
10.15	291.08	311.08	20.00
10.16	291.28	311.28	20.00
10.17	291.48	311.48	20.00
10.18	291.68	311.68	20.00
10.19	291.88	311.88	20.00
10.20	292.08	312.08	20.00
10.21	292.28	312.28	20.00
10.22	292.48	312.48	20.00
10.23	292.68	312.68	20.00
10.24	292.88	312.88	20.00
10.25	293.08	313.08	20.00
10.26	293.28	313.28	20.00
10.27	293.48	313.48	20.00
10.28	293.68	313.68	20.00
10.29	293.88	313.88	20.00
10.30	294.08	314.08	20.00
10.31	294.28	314.28	20.00
10.32	294.48	314.48	20.00
10.33	294.68	314.68	20.00
10.34	294.88	314.88	20.00
10.35	295.08	315.08	20.00
10.36	295.28	315.28	20.00
10.37	295.48	315.48	20.00
10.38	295.68	315.68	20.00
10.39	295.88	315.88	20.00
10.40	296.08	316.08	20.00
10.41	296.28	316.28	20.00
10.42	296.48	316.48	20.00
10.43	296.68	316.68	20.00
10.44	296.88	316.88	20.00
10.45	297.08	317.08	20.00
10.46	297.28	317.28	20.00
10.47	297.48	317.48	20.00
10.48	297.68	317.68	20.00
10.49	297.88	317.88	20.00
10.50	298.08	318.08	20.00
10.51	298.28	318.28	20.00
10.52	298.48	318.48	20.00
10.53	298.68	318.68	20.00
10.54	298.88	318.88	20.00
10.55	299.08	319.08	20.00
10.56	299.28	319.28	20.00
10.57	299.48	319.48	20.00
10.58	299.68	319.68	20.00
10.59	299.88	319.88	20.00
10.60	300.08	320.08	20.00
10.61	300.28	320.28	20.00
10.62	300.48	320.48	20.00
10.63	300.68	320.68	20.00
10.64	300.88	320.88	20.00
10.65	301.08	321.08	20.00
10.66	301.28	321.28	20.00
10.67	301.48	321.48	20.00
10.68	301.68	321.68	20.00
10.69	301.88	321.88	20.00
10.70	302.08	322.08	20.00
10.71	302.28	322.28	20.00
10.72	302.48	322.48	20.00
10.73	302.68	322.68	20.00
10.74	302.88	322.88	20.00
10.75	303.08	323.08	20.00
10.76	303.28	323.28	20.00
10.77	303.48	323.48	20.00
10.78	303.68	323.68	20.00
10.79	303.88	323.88	20.00
10.80	304.08	324.08	20.00
10.81	304.28	324.28	20.00
10.82	304.48	324.48	20.00
10.83	304.68	324.68	20.00
10.84	304.88	324.88	20.00
10.85	305.08	325.08	20.00
10.86	305.28	325.28	20.00
10.87	305.48	325.48	20.00
10.88	305.68	325.68	20.00
10.89	305.88	325.88	20.00
10.90	306.08	326.08	20.00
10.91	306.28	326.28	20.00
10.92	306.48	326.48	20.00
10.93	306.68	326.68	20.00
10.94	306.88	326.88	20.00
10.95	307.08	327.08	20.00
10.96	307.28	327.28	20.00
10.97	307.48	327.48	20.00
10.98	307.68	327.68	20.00
10.99	307.88	327.88	20.00
11.00	308.08	328.08	20.00
11.01	308.28	328.28	20.00
11.02	308.48	328.48	20.00
11.03	308.68	328.68	20.00
11.04	308.88	328.88	20.00
11.05	309.08	329.08	20.00
11.06	309.28	329.28	20.00
11.07	309.48	329.48	20.00
11.08	309.68	329.68	20.00
11.09	309.88	329.88	20.00
11.10	310.08	330.08	20.00
11.11	310.28	330.28	20.00
11.12	310.48	330.48	20.00
11.13	310.68	330.68	20.00
11.14	310.88	330.88	20.00
11.15	311.08	331.08	20.00
11.16	311.28	331.28	20.00
11.17	311.48	331.48	20.00
11.18	311.68	331.68	20.00
11.19	311.88	331.88	20.00
11.20	312.08	332.08	20.00
11.21	312.28	332.28	20.00
11.22	312.48	332.48	20.00
11.23	312.68	332.68	20.00
11.24	312.88	332.88	20.00
11.25	313.08	333.08	20.00
11.26	313.28	333.28	20.00
11.27	313.48	333.48	20.00
11.28	313.68	333.68	20.00
11.29	313.88	333.88	20.00
11.30	314.08	334.08	20.00
11.31	314.28	334.28	20.00
11.32	314.48	334.48	20.00
11.33	314.68	334.68	20.00
11.34	314.88	334.88	20.00
11.35	315.08	335.08	20.00
11.36	315.28	335.28	20.00
11.37	315.48	335.48	20.00
11.38	315.68	335.68	20.00
11.39	315.88	335.88	20.00
11.40	316.08	336.08	20.00
11.41	316.28	336.28	20.00
11.42	316.48	336.48	20.00
11.43	316.68	336.68	20.00
11.44	316.88	336.88	20.00
11.45	317.08	337.08	20.00
11.46	317.28	337.28	20.00
11.47	317.48	337.48	20.00
11.48	317.68	337.68	20.00
11.49	317.88	337.88	20.00
11.50	318.08	338.08	20.00
11.51	318.28	338.28	20.00
11.52	318.48	338.48	20.00
11.53	318.68	338.68	20.00
11.54	318.88	338.88	20.00
11.55	319.08	339.08	20.00
11.56	319.28	339.28	20.00
11.57	319.48	339.48	20.00
11.58	319.68	339.68	20.00
11.59	319.88	339.88	20.00
11.60	320.08	340.08	20.00
11.61	320.28	340.28	20.00
11.62	320.48	340.48	20.00
11.63	320.68	340.68	20.00
11.64	320.88	340.88	20.00
11.65	321.08	341.08	20.00
11.66	321.28	341.28	20.00
11.67	321.48	341.48	20.00
11.68	321.68	341.68	20.00
11.69	321.88	341.88	20.00
11.70	322.08	342.08	20.00
11.71	322.28	342.28	20.00
11.72	322.48	342.48	20.00
11.73	322.68	342.68	20.00
11.74	322.88	342.88	20.00
11.75	323.08	343.08	20.00
11.76	323.28	343.28	20.00
11.77	323.48	343.48	20.00
11.78	323.68	343.68	20.00
11.79	323.88	343.88	20.00
11.80	324.08	344.08	20.00
11.81	324.28	344.28	20.00
11.82	324.48	344.48	20.00
11.83	324.68	344.68	20.00
11.84	324.88	344.88	20.00
11.85	325.08	345.08	20.00
11.86	325.28	345.28	20.00
11.87	325.48	345.48	20.00
11.88	325.68	345.68	20.00
11.89	325.88	345.88	20.00
11.90	326.08	346.08	20.00
11.91	326.28	346.28	20.00
11.92	326.48	346.48	20.00
11.93	326.68	346.68	20.00
11.94	326.88	346.88	20.00
11.95	327.08	347.08	20.00
11.96	327.28	347.28	20.00
11.97	327.48	347.48	20.00
11.98	327.68	347.68	20.00
11.99	327.88	347.88	20.00
12.00	328.08	348.08	20.00
12.01	328.28	348.28	20.00
12.02	328.48	348.48	20.00
12.03	328.68	348.68	20.00
12.04	328.88	348.88	20.00
12.05	329.08	349.08	20.00
12.06	329.28	349.28	20.00
12.07	329.48	349.48	20.00
12.08	329.68	349.68	20.00
12.09	329.88	349.88	20.00
12.10	330.08	350.08	20.00
12.11	330.28	350.28	20.00
12.12	330.48	350.48	20.00
12.13	330.68	350.68	20.00
12.14	330.88	350.88	20.00
12.15	331.08	351.08	20.00
12.16	331.28	351.28	20.00
12.17	331.48	351.48	20.00
12.18	331.68	351.68	20.00
12.19	331.88	351.88	20.00
12.20	332.08	352.08	20.00
12.21	332.28	352.28	20.00
12.22	332.48	352.48	20.00
12.23	332.68	352.68	20.00
12.24	332.88	352.88	20.00
12.25	333.08	353.08	20.00
12.26	333.28	353.28	20.00
12.27	333.48	353.48	20.00
12.28	333.68	353.68	20.00
12.29	333.88	353.88	20.00
12.30	334.08	354.08	20.00
12.31	334.28	354.28	20.00
12.32	334.48	354.48	20.00
12.33	334.68	354.68	20.00
12.34	334.88	354.88	20.00
12.35	335.08	355.08	20.00
12.36	335.28	355.28	20.00
12.37	335.48	355.48	20.00
12.38	335.68	355.68	20.00
12.39	335.88	355.88	20.00
12.40	336.08	356.08	20.00
12.41	336.28	356.28	20.00
12.42	336.48	356.48	20.00
12.43	336.68	356.68	20.00
12.44	336.88	356.88	20.00
12.45	337.08	357.08	20.00
12.46	337.28	357.28	20.00
12.47	337.48	357.48	20.00
12.48	337.68	357.68	20.00
12.49	337.88	357.88	20.00
12.50	338.08	358.08	20.00
12.51	338.28	358.28	20.00
12.52	338.48	358.48	20.00
12.53	338.68	358.68	20.00
12.54	338.88	358.88	20.00
12.55	339.08	359.08	20.00
12.56	339.28	359.28	20.00
12.57	339.48	359.48	20.00
12.58	339.68	359.68	20.00
12.59	339.88	359.88	20.00
12.60	340.08	360.08	20.00
12.61	340.28	360.28	20.00
12.62	340.48	360.48	20.00
12.63	340.68	360.68	20.00
12.64	340.88	360.88	20.00
12.65	341.08	361.08	20.00
12.66	341.28	361.28	20.00
12.67	341.48	361.48	20.00
12.68	341.68	361.68	20.00
12.69	341.88	361.88	20.00
12.70	342.08	362.08	20.00
12.71	342.28	362.28	20.00
12.72	342.48	362.48	20.00
12.73	342.68	362.68	20.00
12.74	342.88	362.88	20.00
12.75	343.08	363.08	20.00
12.76	343.28	363.28	20.00
12.77	343.48	363.48	20.00
12.78	343.68	363.68	20.00
12.79	343.88	363.88	20.00
12.80	344.08	364.08	20.00
12.81	344.28	364.28	20.00
12.82	344.48	364.48	20.00
12.83	344.68	364.68	20.00
12.84	344.88	364.88	20.00
12.85	345.08	365.08	20.00
12.86	345.28	365.28	20.00
12.87	345.48	365.48	20.00
12.88	345.68	365.68	20.00
12.89	345.88	365.88	20.00
12.90	346.08	366.08	20.00
12.91	346.28	366.28	20.00
12.92	346.48	366.48	20.00
12.93	346.68	366.68	20.00
12.94	346.88	366.88	20.00
12.95	347.08	367.08	20.00
12.96	347.28	367.28	20.00
12.97	347.48	367.48	20.00
12.98	347.68	367.68	20.00
12.99	347.88	367.88	20.00
13.00	348.08	368.08	20.00
13.01	348.28	368.28	20.00
13.02	348.48	368.48	20.00
13.03	348.68	368.68	20.00
13.04	348.88	368.88	20.00
13.05	349.08	369.08	20.00
13.06	349.28	369.28	20.00
13.07	349.48	369.48	20.00
13.08	349.68	369.68	20.00
13.09	349.88	369.88	20.00
13.10	350.08	370.08	20.00
13.11	350.28	370.28	20.00
13.12	350.48	370.48	20.00
13.13	350.68	370.68	20.00
13.14	350.88	370.88	20.00
13.15	351.08	371.08	20.00
13.16	351.28	371.28	20.00
13.17	351.48	371.48	20.00
13.18	351.68	371.68	20.00
13.19	351.88	371.88	20.00
13.20	352.08	372.08	20.00
13.21	352.28	372.28	20.00
13.22	352.48	372.48	20.00
13.23	352.68	372.68	20.00
13.24	352.88	372.88	20.00
13.25	353.08	373.08	20.00
13.26	353.28	373.28	20.00
13.27	353.48	373.48	20.00
13.28	353.68	373.68	20.00
13.29	353.88	373.88	20.00
13.30	354.08	374.08	20.00
13.31	354.28	374.28	20.00
13.32	354.48	374.48	20.00
13.33	354.68	374.68	20.00
13.34	354.88	374.88	20.00
13.35	355.08	375.08	20.00
13.36	355.28	375.28	20.00
13.37	355.48	375.48	20.00
13.38	355.68	375.68	20.00
13.39	355.88	375.88	20.00
13.40	356.08	376.08	20.00
13.41	356.28	376.28	20.00
13.42	356.48	376.48	20.00
13.43	356.68	376.68	20.00
13.44	356.88	376.88	20.00
13.45	357.08	377.08	20.00
13.46	357.28	377.28	20.00
13.47	357.48	377.48	20.00
13.48	357.68	377.68	20.00
13.49	357.88	377.88	20.00
13.50	358.08	378.08	20.00
13.51	358.28	378.28	20.00
13.52	358.48	378.48	20.00
13.53	358.68	378.68	20.00
13.54	358.88	378.88	20.00
13.55	359.08	379.08	20.00
13.56	359.28	379.28	20.00
13.57	359.48	379.48	20.00
13.58	359.68	379.68	20.00
13.59	359.88	379.88	20.00
13.60	360.08	380.08	20.00
13.61	360.28	380.28	20.00
13.62	360.48	380.48	20.00
13.63	360.68	380.68	20.00
13.64	360.88	380.88	20.00
13.65	361.08	381.08	20.00
13.66	361.28	381.28	20.00
13.67	361.48	381.48	20.00
13.68	361.68	381.68	20.00
13.69	361.88	381.88	20.00
13.70	362.08	382.08	20.00
13.71	362.28	382.28	20.00
13.72	362.48	382.48	20.00
13.73	362.68	382.68	20.00
13.74	362.88	382.88	20.00
13.75	363.08	383.08	20.00
13.76	363.28	383.28	20.00
13.77	363.48	383.48	20.00
13.78	363.68	383.68	20.00
13.79	363.88	383.88	20.00
13.80	364.08	384.08	20.00
13.81	364.28	384.28	20.00
13.82	364.48	384.48	20.00
13.83	364.68	384.68	20.00
13.84	364.88	384.88	20.00
13.85	365.08	385.08	20.00
13.86	365.28	385.28	20.00
13.87	365.48	385.48	20.00
13.88	365.68	385.68	20.00
13.89	365.88	385.88	20.00
13.90	366.08	386.08	20.00
13.91	366.28	386.28	20.00
13.92	366.48	386.48	20.00
13.93	366.68	386.68	20.00
13.94	366.88	386.88	20.00
13.95	367.08	387.08	20.00
13.96	367.28	387.28	20.00
13.97	367.48	387.48	20.00
13.98	367.68	387.68	20.00
13.99	367.88	387.88	20.00
14.00	368.08	388.08	20.00
14.01	368.28	388.28	20.00
14.02	368.48	388.48	20.00
14.03	368.68	388.68	20.00
14.04	368.88	388.88	20.00
14.05	369.08	389.08	20.00
14.06	369.28	389.28	20.00
14.07	369.48	389.48	20.00
14.08	369.68	389.68	20.00
14.09	369.88	389.88	20.00
14.10	370.08	390.08	20.00
14.11	370.28	390.28	20.00
14.12	370.48	390.48	20.00
14.13	370.68	390.68	20.00
14.14	370.88	390.88	20.00
14.15	371.08	391.08	20.00
14.16	371.28	391.28	20.00
14.17	371.48	391.48	20.00
14.18	371.68	391.68	20.00
14.19	371.88	391.88	20.00
14.20	372.08	392.08	20.00
14.21	372.28	392.28	20.00
14.22	372.48	392.48	20.00
14.23	372.68	392.68	20.00
14.24	372.88	392.88	20.00
14.25	373.08	393.08	20.00
14.26	373.28	393.28	20.00
14.27	373.48	393.48	20.00
14.28	373.68	393.68	20.00
14.29	373.88	393.88	20.00
14.30	374.08	394.08	20.00
14.31	374.28	394.28	20.00
14.32	374.48	394.48	20.00
14.33	374.68	394.68	20.00
14.34	374.88	394.88	20.00
14.35	375.08	395.08	20.00
14.36	375.28	395.28	20.00
14.37	375.48	395.48	20.00
14.38	375.68	395.68	20.00
14.39	375.88	395.88	20.00
14.40	376.08	396.08	20.00
14.41	376.28	396.28	20.00
14.42	376.48	396.48	20.00
14.43	376.68	396.68	20.00
14.44	376.88	396.88	20.00
14.45	377.08	397.08	20.00
14.46	377.28	397.28	20.00
14.47	377.48	397.48	20.00
14.48	377.68	397.68	20.00
14.49	377.88	397.88	20.00
14.50	378.08	398.08	20.00
14.51	378.28	398.28	20.00
14.52	378.48	398.48	20.00
14.53	378.68	398.68	20.00
14.54	378.88	398.88	20.00
14.55	379.08	399.08	20.00
14.56	379.28	399.28	20.00
14.57	379.48	399.48	20.00
14.58	379.68	399.68	20.00
14.59	379.88	399.88	20.00
14.60	380.08	400.08	20.00
14.61	380.28	400.28	20.00
14.62	380.48	400.48	20.00
14.63	380.68	400.68	20.00
14.64	380.88	400.88	20.00
14.65	381.08	401.08	20.00
14.66	381.28	401.28	20.00
14.67	381.48	401.48	20.00
14.68	381.68	401.68	20.00
14.69	381.88	401.88	20.00
14.70	382.08	402.08	20.00
14.71	382.28	402.28	20.00
14.72	382.48	402.48	20.00
14.73	382.68	402.68	20.00
14.74	382.88	402.88	20.00
14.75	383.08	403.08	20.00
14.76	383.28	403.28	20.00
14.77	383.48	403.48	20.00
14.78	383.68	403.68	20.00
14.79	383.88	403.88	20.00
14.80	384.08	404.08	20.00
14.81	384.28	404.28	20.00
14.82	384.48	404.48	20.00
14.83	384.68	404.68	20.00
14.84	384.88	404.88	20.00
14.85	385.08	405.08	20.00
14.86	385.28	405.28	20.00
14.87	385.48	405.48	20.00
14.88	385.68	405.68	20.00
14.89	385.88	405.88	20.00
14.90	386.08	406.08	20.00
14.91	386.28	406.28	20.00
14.92	386.48	406.48	20.00
14.93	386.68	406.68	20.00
14.94	386.88	406.88	20.00
14.95	387.08	407.08	20.00
14.96	387.28	407.28	20.00
14.97	387.48	407.48	20.00
14.98	387.68	407.68	20.00
14.99	387.88	407.88	20.00
15.00	388.08	408.08	20.00
15.01	388.28	408.28	20.00
15.02	388.48	408.48	20.00
15.03	388.68	408.68	20.00
15.04	388.88	408.88	20.00
15.05	389.08	409.08	20.00
15.06	389.28	409.28	20.00
15.07	389.48	409.48	20.00
15.08	389.68	409.68	20.00
15.09	389.88	409.88	20.00
15.10	390.08	410.08	20.00
15.11	390.28	410.28	20.00
15.12	390.48	410.48	20.00
15.13	390.68	410.68	20.00
15.14	390.88	410.88	20.00
15.15	391.08	411.08	20.00
15.16	391.28	411.28	20.00
15.17	391.48	411.48	20.00
15.18	391.68	411.68	20.00
15.19	391.88	411.88	20.00
15.20	392.08	412.08	20.00
15.21	392.28	412.28	20.00
15.22	392.48	412.48	20.00
15.23	392.68	412.68	20.00
15.24	392.88	412.88	20.00
15.25	393.08	413.08	20.00
15.26	393.28	413.28	20.00
15.27	393.48	413.48	20.00
15.28	393.68	413.68	20.00
15.29	393.88	413.88	20.00
15.30	394.08	414.08	20.00
15.31	394.28	414.28	20.00
15.32	394.48	414.48	20.00
15.33	394.68	414.68	20.00
15.34	394.88	414.88	20.00
15.35	395.08	415.08	20.00
15.36	395.28	415.28	20.00
15.37	395.48	415.48	20.00
15.38	395.68	415.68	20.00
15.39	395.88	415.88	20.00
15.40	396.08	416.08	20.00
15.41	396.28	416.28	20.00
15.42	396.48	416.48	20.00
15.43	396.68	416.68	20.00
15.44	396.88	416.88	20.00
15.45	397.08	417.08	20.00
15.46	397.28	417.28	20.00
15.47	397.48	417.48	20.00
15.48	397.68	417.68	20.00
15.49	397.88	417.88	20.00
15.50	398.08	418.08	20.00
15.51	398.28	418.28	20.00
15.52	398.48	418.48	20.00
15.53	398.68	418.68	20.00
15.54	398.88	418.88	20.00
15.55	399.08	419.08	20.00
15.56	399.28	419.28	20.00
15.57	399.48	419.48	20.00
15.58	399.68	419.68	20.00
15.59	399.88	419.88	20.00
15.60	400.08	420.08	20.00
15.61	400.28	420.28	20.00
15.62	400.48	420.48	20.00
15.63	400.68	420.68	20.00
15.64	400.88	420.88	20.00
15.65	401.08	421.08	20.00
15.66	401.28	421.28	20.00
15.67	401.48	421.48	20.00
15.68	401.68	421.68	20.00
15.69	401.88	421.88	20.00
15.70	402.08	422.08	20.00
15.71	402.28	422.28	20.00
15.72	402.48	422.48	20.00
15.73	402.68	422.68	20.00
15.74	402.88	422.88	20.00
15.75	403.08	423.08	20.00
15.76	403.28	423.28	20.00
15.77	403.48	423.48	20.00
15.78	403.68	423.68	20.00
15.79	403.88	423.88	20.00
15.80	404.08	424.08	20.00
15.81	404.28	424.28	20.00
15.82	404.48	424.48	20.00
15.83	404.68	424.68	20.00
15.84	404.88	424.88	20.00
15.85	405.08	425.08	20.00
15.86	405.28	425.28	20.00
15.87	405.48	425.48	20.00
15.88	405.68	425.68	20.00
15.89	405.88	425.88	20.00
15.90	406.08	426.08	20.00
15.91	406.28	426.28	20.00
15.92	406.48	426.48	20.00
15.93	406.68	426.68	20.00
15.94	406.88	426.88	20.00
15.95	407.08	427.08	20.00
15.96	407.28	427.28	20.00
15.97	407.48	427.48	20.00
15.98	407.68	427.68	20.00
15.99	407.88	427.88	20.00
16.00	408.08	428.08	20.00
16.01	408.28	428.28	20.00
16.02	408.48	428.48	20.00
16.03	408.68	428.68	20.00
16.04	408.88	428.88	20.00
16.05	409.08	429.08	20.00
16.06	409.28	429.28	20.00
16.07	409.48	429.48	20.00
16.08	409.68	429.68	20.00
16.09	409.88	429.88	20.00
16.10	410.08	430.08	20.00
16.11	410.28	430.28	20.00
16.12	410.48	430.48	20.00
16.13	410.68	430.68	20.00
16.14	410.88	430.88	20.00
16.15	411.08	431.08	20.00
16.16	411.28	431.28	20.00
16.17	411.48	431.48	20.00
16.18	411.68	431.68	20.00
16.19	411.88	431.88	20.00
16.20	412.08	432.08	20.00
16.21	412.28	432.28	20.00
16.22	412.48	432.48	20.00
16.23	412.68	432.68	20.00
16.24	412.88	432.88	20.00
16.25	413.08	433.08	20.00
16.26	413.28	433.28	20.00
16.27	413.48	433.48	20.00
16.28	413.68	433.68	20.00
16.29	413.88	433.88	20.00
16.30	414.08	434.08	20.00
16.31	414.28	434.28	20.00
16.32	414.48	434.48	20.00
16.33	414.68	434.68	20.00
16.34	414.88	434.88	20.00
16.35	415.08	435.08	20.00
16.36	415.28	435.28	20.00
16.37	415.48	435.48	20.00
16.38	415.68	435.68	20.00
16.39	415.88	435.88	20.00
16.40	416.08	436.08	20.00
16.41	416.28	436.28	20.00
16.42	416.48	436.48	20.00
16.43	416.68	436.68	20.00
16.44	416.88	436.88	20.00
16.45	417.08	437.08	20.00
16.46	417.28	437.28	20.00
16.47	417.48	437.48	20.00
16.48	417.68	437.68	20.00
16.49	417.88	437.88	20.00
16.50	418.08	438.08	20.00
16.51	418.28	438.28	20.00
16.52	418.48	438.48	20.00
16.53	418.68	438.68	20.00
16.54	418.88	438.88	20.00
16.55	419.08	439.08	20.00
16.56	419.28	439.28	20.00
16.57	419.48	439.48	20.00
16.58	419.68	439.68	20.00
16.59	419.88	439.88	20.00
16.60	420.08	440.08	20.00
16.61	420.28	440.28	20.00
16.62	420.48	440.48	20.00
16.63	420.68	440.68	20.00
16.64	420.88	440.88	20.00
16.65	421.08	441.08	20.00
16.66	421.28	441.28	20.00
16.67	421.48	441.48	20.00
16.68	421.68	441.68	20.00
16.69	421.88	441.88	20.00
16.70	422.08	442.08	20.00
16.71	422.28	442.28	20.00
16.72	422.48	442.48	20.00
16.73	422.68	442.68	20.00
16.74	422.88	442.88	20.00
16.75	423.08	443.08	20.00
16.76	423.28	443.28	20.00
16.77	423.48	443.48	20.00
16.78	423.68	443.68	20.00
16.79	423.88	443.88	20.00
16.80	424.08	444.08	20.00
16.81	424.28	444.28	20.00
16.82	424.48	444.48	20.00
16.83	424.68	444.68	20.00
16.84	424.88	444.88	20.00
16.85	425.08	445.08	20.00
16.86	425.28	445.28	20.00
16.87	425.48	445.48	20.00
16.88	425.68	445.68	20.00
16.89	425.88	445.88	20.00
16.90	426.08	446.08	20.00
16.91	426.28	446.28	20.00
16.92	426.48	446.48	20.00
16.93	426.68	446.68	20.00
16.94	426.88	446.88	20.00
16.95	427.08	447.08	20.00
16.96	427.28	447.28	20.00
16.97	427.48	447.48	20.00
16.98	427.68	447.68	20.00
16.99	427.88	447.88	20.00
17.00	428.08	448.08	20.00
17.01	428.28	448.28	20.00
17.02	428.48	448.48	20.00
17.03	428.68	448.68	20.00
17.04	428.88	448.88	20.00
17.05	429.08	449.08	20.00
17.06	429.28	449.28	20.00
17.07	429.48	449.48	20.00
17.08	429.68	449.68	20.00
17.09	429.88	449.88	20.00
17.10	430.08	450.08	20.00
17.11	430.28	450.28	20.00
17.12	430.48	450.48	20.00
17.13	430.68	450.68	20.00
17.14	430.88	450.88	20.00
17.15	431.08	451.08	20.00
17.16	431.28	451.28	20.00
17.17	431.48	451.48	20.00
17.18	431.68	451.68	20.00
17.19	431.88	451.88	20.00
17.20	432.08	452.08	20.00
17.21	432.28	452.28	20.00
17.22	432.48	452.48	20.00
17.23	432.68	452.68	20.00
17.24	432.88	452.88	20.00
17.25	433.08	453.08	20.00
17.26	433.28	453.28	20.00
17.27	433.48	453.48	20.00
17.28	433.68	453.68	20.00
17.29	433.88	453.88	20.00
17.30	434.08	454.08	20.00
17.31	434.28	454.28	20.00
17.32	434.48	454.48	20.00
17.33	434.68	454.68	20.00
17.34	434.88	454.88	20.00
17.35	435.08	455.08	20.00
17.36	435.28	455.28	20.00
17.37	435.48	455.48	20.00
17.38	435.68	455.68	20.00
